"","Title","PublicationDate","Authors","Affiliations","Keywords","Objectives","Citation","PeriodCovered","StudyLocation","Funder","FileList","DOI"
"11","Supplementary material: Effect of a milk by-product based calf starter feed on dairy calf nutrient consumption, rumen development, and performance when fed different milk levels","2021-10-18","Parsons, Sarah D.; Steele, Michael A.; Leslie, Ken E.; Renaud, David L.; Reedman, Cassandra N.; Winder, Charlotte B.; DeVries, Trevor","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; dairy calf; milk level; whey; growth; intake","The objective of this study was to determine the effect of a milk by-product based feed treatment compared to a conventional grain-based ration on feed intakes, rumen development, and growth of heifer calves fed two different levels of milk. This data is from mixed linear models, with the data presented for treatments separated by factor (milk treatment and feed treatment) rather than the treatment interactions.","","2019-10-07/2020-12-01","Ontario, Canada, Elora","Natural Sciences and Engineering Research Council of Canada; Grand Valley Fortifiers; Ontario Agri-Food Innovation Alliance","VariableMetadata_milkByproductBasedFeed.pdf; SupplementaryFileS1_IntakesTable.pdf; SupplementaryFileS2_IntakeGraphs.pdf; SupplementaryFileS3_BHBandFecalstarchgraphs.pdf; SupplementaryFileS4_VFAtables.pdf; SupplementaryFileS5_Growthgraphs.pdf; SupplementaryFileS6_GrowthTable.pdf","doi:10.5683/SP3/RWCQXV"
"12","Supplemental data for: Protective and Anti-Inflammatory Effects of Protegrin-1 on Citrobacter rodentium Intestinal Infection in Mice","2022-01-17","Osakowicz, Celina; Fletcher, Lauren; Caswell, Jeff L.; Li, Julang","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences, Ontario Agricultural College, University of Guelph and Department of Pathobiology, Ontario Veterinary College, University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Earth and Environmental Sciences; Protegrin-1; Citrobacter rodentium infection; disease activity index scoring; immune response; gene-expression analysis","This data is to provide open data availability for interested readers, for the publication in the International Journal of Molecular Sciences (see Related Publication). The study investigated the protective effects of protegrin-1 (PG-1) on pathogen-induced colitis. This dataset includes both animal trial results and gene expression results included in the publication to support our results.","Osakowicz C, Fletcher L, Caswell JL, Li J. Protective and Anti-Inflammatory Effects of Protegrin-1 on Citrobacter rodentium Intestinal Infection in Mice. International Journal of Molecular Sciences. 2021; 22(17):9494. https://doi.org/10.3390/ijms22179494, Osakowicz C. (2018). Protective and Anti-inflammatory Effects of Protegrin-1 on Citrobacter rodentium Intestinal Infection in Mice. Thesis. The Atrium, University of Guelph Institutional Repository.","2016/2018","Guelph, Ontario, Canada","Natural Science and Engineering Research Council of Canada (NSERC); Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA)","100A_ReadMe.txt; ANG4Analysis.txt; ANG4Data.txt; BacterialLoad.csv; BAXAnalysis.txt; BAXData.txt; BCL3Analysis.txt; BCL3Data.txt; BodyWeightChange.csv; CampAnalysis.txt; CampData.txt; CASP1Analysis.txt; CASP1Data.txt; CCL2Analysis.txt; CCL2Data.txt; COX2Analysis.txt; COX2Data.txt; CRS1C-2Analysis.txt; CRS1C-2Data.txt; DAI.csv; Defa20Analysis.txt; Defa20Data.txt; E-CadherinAnalysis.txt; E-CadherinData.txt; EGR1Analysis.txt; EGR1Data.txt; HIF1AAnalysis.txt; HIF1AData.txt; IRF7Analysis.txt; IRF7Data.txt; Muc1Analysis.txt; Muc1Data.txt; Muc2Analysis.txt; Muc2Data.txt; MyD88Analysis.txt; MyD88Data.txt; Nos2Analysis.txt; Nos2Data.txt; Reg3bAnalysis.txt; Reg3bData.txt; Reg3gAnalysis.txt; Reg3gData.txt; SOCS3Analysis.txt; SOCS3Data.txt; sPLA2Analysis.txt; sPLA2Data.txt; TLR2Analysis.txt; TLR2Data.txt; TLR6Analysis.txt; TLR6Data.txt; VCAMAnalysis.txt; VCAMData.txt","doi:10.5683/SP3/RV5PGZ"
"13","Replication data for: In pursuit of a better broiler: a comparison of the inactivity, behavior, and enrichment use of fast- and slower growing broiler chickens","2022-01-26","Dawson, Lauren C.; Widowski, Tina M.; Zhenzhen, Liu; Edwards, A. Michelle; Torrey, Stephanie","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; broiler chicken; welfare; inactivity; behaviour; slower-growing","Selection for rapid growth has produced heavier, more efficient broiler chickens, but has also introduced health and welfare issues, which may cause or be caused by inactivity. Rapid growth may also limit the performance of motivated behaviors, whereas the provision of enrichment may increase these behaviors and general activity. This study aimed to evaluate the inactivity, behavior patterns, and enrichment use of 2 fast- (CONV) and 12 slower-growing broiler strains (categorized as fastest [FAST], moderate [MOD], and slowest slow [SLOW]), based on their growth rates; 4 strains/category]. To evaluate inactivity, one male and one female from 153 pens were outfitted with omnidirectional accelerometers from d 21 until processing (14 −24 birds/strain from 8 to 12 pens/strain). Additionally, to supplement inactivity data, 5-min continuous behavioral observations of four focal birds per pen (2 males, 2 females) were conducted on days 26, 42, and 56 (72−148 observations of 8−12 pens/strain) to quantify the duration and frequency of various behaviors; at the same time, 5 to 11 instantaneous scan samples were also performed for pen-based enrichment use. Inactivity peaked at 78 to 80% of the day for all strains; however, those with slower growth rates reached these levels at older ages. Compared to slower growing strains at the same age, faster growing strains were more inactive, spent more time sitting and feeding, spent less time standing and walking, and used enrichments less; these differences mostly occurred at younger ages. Generally, at the same age, strains with similar growth rates (within the same category) behaved similarly, with only a few exceptions. Results suggest that not all strains identified as “slow-growing” broilers behave differently from fast-growing broilers, nor do they all behave similarly to each other. As such, results suggest that improved broiler welfare, particularly with respect to reduced inactivity, the performance of a wider range of normal, motivated behaviors, and/or increased enrichment use, is related to the broiler strain’s specific growth rate.","Dawson, L. C., T. M. Widowski, Z. Liu, A. M. Edwards, and S. Torrey. 2021. In pursuit of a better broiler: A comparison of the inactivity, behavior, and enrichment use of fast- and slower-growing broiler chickens. Poultry Science:101451. https://doi.org/10.1016/j.psj.2021.101451, Dawson, L. C., T. M. Widowski, Z. Liu, A. M. Edwards, and S. Torrey. 2021. In pursuit of a better broiler: A comparison of the inactivity, behavior, and enrichment use of fast- and slower-growing broiler chickens. The Atrium, University of Guelph, Institutional Repository.","","Guelph, Ontario, Canada","Global Animal Partnership; Canada Research Excellence Fund; Ontario Agri-Food Innovation Alliance; Protekta","Dawson_et_al_2021_data.tab; Dawson_et_al_2021_readme.txt","doi:10.5683/SP3/JQ5JHU"
"14","Replication data for: In pursuit of a better broiler: carcass traits and muscle myopathies in conventional and slower-growing strains of broiler chickens","2022-01-26","Santos, Midian N.; Rothschild, Daniel; Widowski, Tina M.; Barbut, Shai; Kiarie, Elijah G.; Mandell, Ira; Guein, Michele T.; Edwards, A. Michelle; Torrey, Stephanie","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; NA; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; NA; NA; NA; NA; Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; meat yield; myopathies; processing traits; slow-growth; chicken meat","Selection for accelerated growth rate and high breast yield in broiler chickens have been associated with an increase in myopathies, including wooden breast (WB) and white striping (WS). To investigate effects of growth rate on carcass traits and incidence of myopathies, 14 strains were evaluated, encompassing 2 conventional(CONV; strains B and C: ADG0-48 > 60 g/d)and 12 slower-growing (SL) strains. The latter were categorized based on growth rate: FAST (strains F, G, I and M; ADG0-62=53−55 g/d), MOD (strains E, H, O and S; ADG0-62=50-51 g/d), and SLOW (strains D, J, K and N; ADG0-62<50 g/d). In a randomized incomplete block design, 7,216 mixed-sex birds were equally allocated into 164 pens (44 birds/pen; 30 kg/m2), with each strain represented in 8 to 12 pens over 2 to 3 production cycles. From each pen, 4 males and 4 females were processed at 2 Target Weights (TWs) based on their expected time to reach 2.1 kg BW (TW 1: 34 d for CONV; 48 d for SL strains) and 3.2 kg BW (TW 2: 48 d for CONV; 62 d for SL strains). Weights and yields for the carcass, breast, drumsticks, thighs, and wings were obtained; breast fillets were assessed to determine the presence and severity of WB and WS. At both TWs, breast yield was higher as growth rate increased (P < 0.001), with CONV having greater breast yield than other categories. Strain F had the greatest breast yield at both TWs (P < 0.001) within the FAST category. At TW 2, CONV had the greatest incidence of WB and WS (P < 0.001). However, within FAST, strain F had the greatest incidence of myopathies (P < 0.001) at both TWs, exhibiting values as high or as greater than CONV birds. The incidence of WB and WS in strains with differing growth rates but high breast meat yield suggests that the latter may play a major role in the occurrence of these myopathies.","Santos, M.N., Rothschild, D., Widowski, T.M., Barbut, S., Kiarie, E.G., Mandell, I., Guerin, M.T., Edwards, A.M. and Torrey, S., 2021. In Pursuit of a Better Broiler: Carcass traits and muscle myopathies in conventional and slower-growing strains of broiler chickens. Poultry Science, p.101309. https://doi.org/10.1016/j.psj.2021.101309, Santos, M.N., Rothschild, D., Widowski, T.M., Barbut, S., Kiarie, E.G., Mandell, I., Guerin, M.T., Edwards, A.M. and Torrey, S., 2021. In Pursuit of a Better Broiler: Carcass traits and muscle myopathies in conventional and slower-growing strains of broiler chickens. The Atrium, University of Guelph, Institutional Repository.","","","Global Animal Partnership; Canada First Research Excellence Fund; Ontario Agri-Food Innovation Alliance; Protekta","Santos_et_al_2021_readme.txt; Santos_et_al_2021_data.tab","doi:10.5683/SP3/T36W8L"
"15","Dataset for: 'The effect of creep feed composition and form on pre- and post-weaning growth performance of pigs and the utilization of low-complexity nursery diets' and 'The effect of creep feed composition and form and nursery diet complexity on small intestinal morphology and jejunal mucosa specific enzyme activities after weaning in pigs'","2022-04-21","Christensen, Brenda; Huber, Lee-Anne","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; creep feed; growth performance; milk replacer; nursery diet complexity; pigs; gut morphology; specific enzyme activity","Sows’ milk as a sole source of nutrients limits growth of piglets and fails to habituate piglets to pelleted, plant-based post-weaning diets. The aim of this project was to evaluate pre- and post-weaning nutritional strategies on piglet growth performance, gut development, and immune response.","Christensen, B., and L. Huber. 2021. The effect of creep feed composition and form on pre- and post-weaning growth performance of pigs and the utilization of low-complexity nursery diets. Trans. Anim. Sci. 5(4): 1-14. doi: 10.1093/tas/txab211, Christensen B. and L Huber. 2022. The effects of creep feed composition and form and nursery diet complexity on small intestinal morphology and jejunal mucosa specific enzyme activities after weaning in pigs. Journal of Animal Science. skac138. https://doi.org/10.1093/jas/skac138.","2018-11/2021-12","Guelph, Ontario, Canada","Ontario Ministry of Food, Agriculture and Rural Affairs","Creep_BC_2021_CreepFeedCost.tab; Creep_BC_2021_CreepFeedingPerformance.tab; Creep_BC_2021_Histomorphology.tab; Creep_BC_2021_IgGPlasmaConcentration.tab; Creep_BC_2021_NurseryCost.tab; Creep_BC_2021_NurseryPerformance.tab; Creep_BC_2021_OrganWeights.tab; Creep_BC_2021_PostweaningEnzymeActivity.tab; Creep_BC_2021_SkinFoldThickness.tab; Creep_BC_2021_SowPerformance.tab","doi:10.5683/SP3/THJPPG"
"16","Replication Data for: A novel method of estimating 24-h corrected milk yields in automated milking systems","2022-03-18","Seymour, Dave; Cant, John; Osborne, Vern; Chud, Tatiane; Schenkel, Flavio; Miglior, Filippo","Trouw Nutrition R&D; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Fast Genetics; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; dairy cattle; lactation; milking interval; precision management; robotic milking","Contains raw milk yield data from 5 primiparous Holstein cattle collected in the automatic milking system of the Ontario Dairy Research Centre with an accompanying SAS program file to calculate interval-adjusted 24-h corrected milk yields.","Seymour, D. J., J. P. Cant, V. R. Osborne, T. C. S. Chud, F. S. Schenkel, and F. Miglior. 2022. A novel method of estimating milking interval-adjusted 24-h milk yields in dairy cattle milked in automated milking systems. Animal - Open Space. 1(1). https://doi.org/10.1016/j.anopes.2022.100011.","","Elora, Ontario, Canada, Ontario Dairy Research Centre - Elora","","100A_readme.txt; 4511.csv; 4524.csv; 4558.csv; 4569.csv; 959.csv; intadj.sas","doi:10.5683/SP3/PZJB4L"
"17","Supplemental tables for: Gastrointestinal permeability and inflammatory status of preweaning dairy calves in response to decreasing the omega-6 to omega-3 fatty acid ratio of milk replacer","2023-01-16","Welboren, Anna","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; dairy calf; milk replacer; omega-3","This study evaluated the effects of decreasing the omega-6 to omega-3 fatty acid ratio in calf milk replacer by adding omega-3-rich oils (i.e., linseed and algae oil) on gastrointestinal permeability and inflammatory status of preweaning dairy calves.","A. C. Welboren, J. Van Baal, M. H. Ghaffari, H. Sauerwein, J. B. Renaud, J. Martín-Tereso, M. A. Steele, and L. N. Leal. (2023). Gastrointestinal permeability and inflammatory status of preweaning dairy calves in response to decreasing the ratio of n-6 to n-3 fatty acid in milk replacer. Journal of Dairy Science, 106 (5), 3662-3679.","2021-03/2021-04","Sint Anthonis, Netherlands, Calf Research facility of Trouw Nutrition","","Supplement1.pdf; Supplement2.pdf; Supplement3.pdf; Supplement4.pdf; Supplement5.pdf; Supplement6.pdf; Supplement7.pdf","doi:10.5683/SP3/SYXAN1"
"18","Supplementary material for: Fitting mathematical functions to extended lactation curves and forecasting late-lactation milk yields of dairy cows","2023-09-12","Innes, David; Pot, Linaya; Seymour, Dave; France, James; Dijkstra, Jan; Doelman, John; Cant, John","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Trouw Nutrition R&D; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Wageningen University and Research; Trouw Nutrition R&D; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; mathematical model; lactation curve; extended lactation","This dataset contains supplementary files for the publication titled: Fitting mathematical functions to extended lactation curves and forecasting late-lactation milk yields of dairy cows. It also contains a folder with a copy of the code used for the analysis. This code is maintained in GitHub at: CNM-University-of-Guelph/forecasting-extended-lactation.","Innes, David J., Pot, Linaya J., Seymour, Dave J., France, James, Dijkstra, Jan, Doelman, John, and Cant, John P.. 2023.Fitting mathematical functions to extended lactation curves and forecasting late-lactation milk yields of dairy cows. Journal of Dairy Science.","","","","00_readme.txt; 01_SupplementaryFigures.pdf; 02_SupplementaryTables.pdf; 1.Pre-processing.nb.html; 1.Pre-processing.Rmd; 2.fit_3_lac_models_parallel.R; 2.Fit_3_models_example.nb.html; 2.Fit_3_models_example.Rmd; 3.Post-fit_summary_and_analysis.nb.html; 3.Post-fit_summary_and_analysis.Rmd; 4.Forecast_Dijkstra_parallel.R; 4.Forecast_iteration_example.nb.html; 4.Forecast_iteration_example.Rmd; 4a.Prepare_iterative_data.nb.html; 4a.Prepare_iterative_data.Rmd; 5.Post-fit_forecast_iteration.nb.html; 5.Post-fit_forecast_iteration.Rmd; f_clean_lac_data.R; f_descriptive_stats.R; f_fitted_summary_tables.R; f_forecast_P.R; f_goodness_of_fit.R; f_iterate_fitting.R; f_lac_equations.R; f_plot_individual_three_models.R; f_plot_mean_lac_curves.R; f_summary_tables.R; f_t_test_output.R; simulated_exlac_data.tab","doi:10.5683/SP3/4QVI0O"
"19","Supplemental material for: Effects of Echinacea purpurea supplementation on markers of immunity, health, intake, and growth of dairy calves","2023-01-26","McNeil, Brooke; DeVries, Trevor","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; feed additive; medicinal herb; phytotherapy","In this study we investigated how supplementing calves with Echinacea purpurea affects markers of immunity, health, intake, and growth.","McNeil BK, Renaud DL, Steele MA, Keunen AJ, DeVries TJ. Effects of Echinacea purpurea supplementation on markers of immunity, health, intake, and growth of dairy calves. J Dairy Sci. 2023 Jul;106(7):4949-4965. doi: 10.3168/jds.2022-22862. Epub 2023 Jun 1. PMID: 37268577.","2020/2021","Ontario, Canada","Ontario Agri-food Innovation Alliance; Mapleview Agri Ltd.","Supple_TableS1-11_FigS1","doi:10.5683/SP3/ES2TLC"
"20","Supplemental data for: Colostrum insulin supplementation to neonatal Holstein bulls affects small intestinal histomorphology, mRNA expression, and enzymatic activity with minor influences on peripheral metabolism","2023-04-27","Hare, Koryn","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Colostrum; insulin; neonate; bull; intestine","This study evaluated how supplementing insulin in colostrum to 5 and 10 times the basal concentration affected intestinal development and metabolism in neonatal Holstein bulls.","Hare, K. S., K. M. Wood, Y. Mustapha, K. C. Swanson, and M. A. Steele. 2023. Colostrum insulin supplementation to neonatal Holstein bulls affects small intestinal histomorphology, mRNA expression, and enzymatic activity with minor influences on peripheral metabolism. J. Dairy Sci. [Accepted]","2019-08/2020-07","Ontario, Canada, Southwestern Ontario","Natural Sciences and Engineering Research Council of Canada (NSERC)","HareEtAl2023_SupplMat.pdf","doi:10.5683/SP3/XED4N5"
"21","Supplementary Materials for: Flexible feeding: Dairy cow personality affects changes in feeding behavior and milk production under feed competition conditions","2023-11-14","Schwanke, Anna J.; Neave, H.W.; Penner, G.B.; Bergeron, R.; DeVries, Trevor J.","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal and Veterinary Science. Aarhus University.; Department of Animal and Poultry Science. University of Saskatchewan.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Feeding Behavior; Behavioral Traits; Personality","This study investigated the effects of dairy cow personality traits, feeding competition, and lactation stage on feeding behavior and production.This dataset contains summary statistics and data analyses with non-significant results.","Schwanke, A., Neave, H. W., Penner, G., Bergeron, R., & DeVries, T. (2023). Flexible feeding: Dairy cow personality affects changes in feeding behavior and milk production under feed competition conditions. Journal of Dairy Science. https://doi.org/10.3168/jds.2023-24063","","Ontario, Canada","Natural Sciences and Engineering Research Council of Canada; Canada First Research Excellence Fund; Ontario Agri-Food Innovation Alliance; Canadian Foundation for Innovation; Ontario Research Fund","readme_Schwanke_Suppl_Tables1to4.txt; Schwanke_Suppl_Tables1to4.pdf","doi:10.5683/SP3/VMAZID"
"22","Regional differences of nutritional feeding strategies of the partially mixed ration (PMR) and the concentrate offered at the automated milking system (AMS) as determined from feed sampled when each farm was visited (mean ± SE)","2024-02-05","Van Soest, Brandon; Matson, Robert; Santschi, Debora; Duffield, Todd; Steele, Michael; Orsel, Karin; Pajor, Edmond; Penner, Gregory; Mutsvangwa, Timothy; DeVries, Trevor","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Lactanet; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Faculty of Veterinary Medicine. University of Calgary.; Faculty of Veterinary Medicine. University of Calgary.; College of Agriculture and Bioresources. University of Saskatchewan.; College of Agriculture and Bioresources. University of Saskatchewan.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Dairy nutrition; dairy nutrition; Automatic milking system; Robotic milking","This data set summarizes the nutrient composition of the partially mixed ration and automated milking system concentrates feed both nationally and regionally.","Van Soest, B. J., R. D. Matson, D. E. Santschi, T. F. Duffield, M. A. Steele, K. Orsel, E. A. Pajor, G. B. Penner, T. Mutsvangwa, and T. J. DeVries. 2024. Farm-level nutritional factors associated with milk production and milking behavior on Canadian dairy farms with automated milking systems. J. Dairy Sci. in press.","","Canada","Dairy Farmers of Canada; Agriculture and Agri-Food Canada; Canada First Research Excellence Fund","100A_readme.txt; VanSoestAMSNutritionSuppTable.pdf","doi:10.5683/SP3/YWKCKV"
"23","Amino acids nutrition for optimal gut health and productivity in broiler chickens raised without antimicrobial growth promoters","2024-02-26","Kim, Emily; Létourneau-Montminy, Marie-Pierre; Lambert, William; Chalvon-Demersay, Tristan; Barta, John R.; Kiarie, Elijah","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Département des Sciences Animales. Université Laval.; METEX NØØVISTAGO; METEX NOOVISTAGO; Department of Pathobiology. Ontario Veterinary College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; amino acids; broiler chickens; coccidiosis; Eimeria","Coccidiosis is an avian parasitic disease caused by the protozoan genus Eimeria and a significant contributor to economic losses in poultry production due to its detrimental effects on nutrient absorption and growth performance. The dataset contains experimentations on the impact of Eimeria on amino acids digestibility and utilization in broiler chickens.","Kim, E., John Barta, William Lambert, Elijah G. Kiarie. 2022. Standardized ileal digestibility of amino acids in broiler chickens fed single or mixed feed ingredients-based diets with or without Eimeria challenge. Poult. Sci. https://doi.org/10.1016/j.psj.2022.101839, Kim, E., Lambert, W., Elijah G. Kiarie. 2023. Research Note: Impact of Eimeria on apparent retention of components and metabolizable energy in broiler chickens fed single or mixture of feed ingredients-based diets. Poult. Sci. https://doi.org/10.1016/j.psj.2023.102526","","Guelph, Ontario, Canada","Ontario Agri-Food Innovation Alliance; METEX NØØVISTAGO (Formerly Ajino Moto); Wallenstein Feed & Supply Ltd.","100A_readme.txt; Pub1_20220301.pdf; Pub2_20230126.pdf; Pub1_rawDataIlealTotEndogFlowAminoAcids.tab; Pub1_rawDataPlasmaAminoAcids.tab; Pub1_rawDataStdzIlealDigest.tab; Pub2_rawDataApparMetabolEnCont.tab; Pub2_rawDataApparRetentNutEn.tab","doi:10.5683/SP3/E8MY75"
