"","type","id","title","identifier","persistentUrl","protocol","authority","publisher","publicationDate","storageIdentifier","datasetType","dataverse_title","persistent_id"
"187","dataset",86597,NA,"SP2/UOCUZE","https://doi.org/10.5683/SP2/UOCUZE","doi","10.5683","Borealis","2019-12-10","s3://10.5683/SP2/UOCUZE","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 3","doi:10.5683/SP2/UOCUZE"
"188","dataset",234718,NA,"SP3/WVC09T","https://doi.org/10.5683/SP3/WVC09T","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/WVC09T","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WVC09T"
"189","dataset",235622,NA,"SP3/SGDJJ9","https://doi.org/10.5683/SP3/SGDJJ9","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/SGDJJ9","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SGDJJ9"
"190","dataset",235625,NA,"SP3/FIEM5G","https://doi.org/10.5683/SP3/FIEM5G","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/FIEM5G","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/FIEM5G"
"191","dataset",235629,NA,"SP3/ITBDHO","https://doi.org/10.5683/SP3/ITBDHO","doi","10.5683","Borealis","2022-04-27","s3://10.5683/SP3/ITBDHO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/ITBDHO"
"192","dataset",236484,NA,"SP3/FUJBQX","https://doi.org/10.5683/SP3/FUJBQX","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/FUJBQX","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/FUJBQX"
"193","dataset",274943,NA,"SP3/X0O2IO","https://doi.org/10.5683/SP3/X0O2IO","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/X0O2IO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/X0O2IO"
"194","dataset",283987,NA,"SP3/VA5HL9","https://doi.org/10.5683/SP3/VA5HL9","doi","10.5683","Borealis","2022-02-03","s3://10.5683/SP3/VA5HL9","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/VA5HL9"
"195","dataset",284037,NA,"SP3/VUUU8X","https://doi.org/10.5683/SP3/VUUU8X","doi","10.5683","Borealis","2022-02-03","s3://10.5683/SP3/VUUU8X","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/VUUU8X"
"196","dataset",284044,NA,"SP3/QSOQBT","https://doi.org/10.5683/SP3/QSOQBT","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/QSOQBT","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/QSOQBT"
"197","dataset",284148,NA,"SP3/SFOIPJ","https://doi.org/10.5683/SP3/SFOIPJ","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/SFOIPJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SFOIPJ"
"198","dataset",284187,NA,"SP3/TSPBOC","https://doi.org/10.5683/SP3/TSPBOC","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/TSPBOC","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/TSPBOC"
"199","dataset",284375,NA,"SP3/61BHMX","https://doi.org/10.5683/SP3/61BHMX","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/61BHMX","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/61BHMX"
"200","dataset",284400,NA,"SP3/MULKV8","https://doi.org/10.5683/SP3/MULKV8","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/MULKV8","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/MULKV8"
"201","dataset",284419,NA,"SP3/X0B8V1","https://doi.org/10.5683/SP3/X0B8V1","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/X0B8V1","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/X0B8V1"
"202","dataset",308707,NA,"SP3/UVK43T","https://doi.org/10.5683/SP3/UVK43T","doi","10.5683","Borealis","2022-04-19","s3://10.5683/SP3/UVK43T","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/UVK43T"
"203","dataset",341479,NA,"SP3/AYRI1S","https://doi.org/10.5683/SP3/AYRI1S","doi","10.5683","Borealis","2022-06-08","s3://10.5683/SP3/AYRI1S","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/AYRI1S"
"204","dataset",341482,NA,"SP3/FAOD91","https://doi.org/10.5683/SP3/FAOD91","doi","10.5683","Borealis","2022-06-08","s3://10.5683/SP3/FAOD91","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/FAOD91"
"205","dataset",352566,NA,"SP3/WOZLFQ","https://doi.org/10.5683/SP3/WOZLFQ","doi","10.5683","Borealis","2022-07-07","s3://10.5683/SP3/WOZLFQ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WOZLFQ"
"206","dataset",360148,NA,"SP3/BD9AMB","https://doi.org/10.5683/SP3/BD9AMB","doi","10.5683","Borealis","2022-07-28","s3://10.5683/SP3/BD9AMB","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/BD9AMB"
"207","dataset",403500,NA,"SP3/EZJWPJ","https://doi.org/10.5683/SP3/EZJWPJ","doi","10.5683","Borealis","2022-09-30","s3://10.5683/SP3/EZJWPJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/EZJWPJ"
"208","dataset",403505,NA,"SP3/CJ5VZG","https://doi.org/10.5683/SP3/CJ5VZG","doi","10.5683","Borealis","2022-09-30","s3://10.5683/SP3/CJ5VZG","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/CJ5VZG"
"209","dataset",429570,NA,"SP3/TK3WHC","https://doi.org/10.5683/SP3/TK3WHC","doi","10.5683","Borealis","2023-01-17","s3://10.5683/SP3/TK3WHC","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/TK3WHC"
"210","dataset",430779,NA,"SP3/P6Z5TC","https://doi.org/10.5683/SP3/P6Z5TC","doi","10.5683","Borealis","2023-01-17","s3://10.5683/SP3/P6Z5TC","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/P6Z5TC"
"211","dataset",436981,NA,"SP3/YHOZUK","https://doi.org/10.5683/SP3/YHOZUK","doi","10.5683","Borealis","2023-02-11","s3://10.5683/SP3/YHOZUK","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/YHOZUK"
"212","dataset",441444,NA,"SP3/QJLMXC","https://doi.org/10.5683/SP3/QJLMXC","doi","10.5683","Borealis","2023-02-16","s3://10.5683/SP3/QJLMXC","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/QJLMXC"
"213","dataset",444184,NA,"SP3/YI75PW","https://doi.org/10.5683/SP3/YI75PW","doi","10.5683","Borealis","2023-03-07","s3://10.5683/SP3/YI75PW","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/YI75PW"
"214","dataset",448087,NA,"SP3/JHRLYY","https://doi.org/10.5683/SP3/JHRLYY","doi","10.5683","Borealis","2023-03-20","s3://10.5683/SP3/JHRLYY","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/JHRLYY"
"215","dataset",448297,NA,"SP3/NAHIK3","https://doi.org/10.5683/SP3/NAHIK3","doi","10.5683","Borealis","2023-03-23","s3://10.5683/SP3/NAHIK3","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/NAHIK3"
"216","dataset",448926,NA,"SP3/VXMBJV","https://doi.org/10.5683/SP3/VXMBJV","doi","10.5683","Borealis","2023-03-24","s3://10.5683/SP3/VXMBJV","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/VXMBJV"
"217","dataset",460333,NA,"SP3/3RJVMY","https://doi.org/10.5683/SP3/3RJVMY","doi","10.5683","Borealis","2023-04-05","s3://10.5683/SP3/3RJVMY","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/3RJVMY"
"218","dataset",460538,NA,"SP3/4VKBKY","https://doi.org/10.5683/SP3/4VKBKY","doi","10.5683","Borealis","2023-04-06","s3://10.5683/SP3/4VKBKY","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/4VKBKY"
"219","dataset",477523,NA,"SP3/ARMBNK","https://doi.org/10.5683/SP3/ARMBNK","doi","10.5683","Borealis","2023-05-29","s3://10.5683/SP3/ARMBNK","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/ARMBNK"
"220","dataset",482846,NA,"SP3/N3O4O9","https://doi.org/10.5683/SP3/N3O4O9","doi","10.5683","Borealis","2023-06-01","s3://10.5683/SP3/N3O4O9","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/N3O4O9"
"221","dataset",631775,NA,"SP3/4SVPDZ","https://doi.org/10.5683/SP3/4SVPDZ","doi","10.5683","Borealis","2023-08-08","s3://10.5683/SP3/4SVPDZ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/4SVPDZ"
"222","dataset",661231,NA,"SP3/WSZBAS","https://doi.org/10.5683/SP3/WSZBAS","doi","10.5683","Borealis","2023-10-16","s3://10.5683/SP3/WSZBAS","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WSZBAS"
"223","dataset",662634,NA,"SP3/SY14TV","https://doi.org/10.5683/SP3/SY14TV","doi","10.5683","Borealis","2023-10-27","s3://10.5683/SP3/SY14TV","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SY14TV"
"224","dataset",663344,NA,"SP3/F7PQMB","https://doi.org/10.5683/SP3/F7PQMB","doi","10.5683","Borealis","2023-11-01","s3://10.5683/SP3/F7PQMB","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/F7PQMB"
"225","dataset",664760,NA,"SP3/UMZX3T","https://doi.org/10.5683/SP3/UMZX3T","doi","10.5683","Borealis","2023-11-07","s3://10.5683/SP3/UMZX3T","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/UMZX3T"
"226","dataset",680484,NA,"SP3/EIVREH","https://doi.org/10.5683/SP3/EIVREH","doi","10.5683","Borealis","2023-11-24","s3://10.5683/SP3/EIVREH","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/EIVREH"
"227","dataset",680494,NA,"SP3/NKDP1I","https://doi.org/10.5683/SP3/NKDP1I","doi","10.5683","Borealis","2023-11-24","s3://10.5683/SP3/NKDP1I","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/NKDP1I"
"228","dataset",680509,NA,"SP3/0RYLAO","https://doi.org/10.5683/SP3/0RYLAO","doi","10.5683","Borealis","2023-11-24","s3://10.5683/SP3/0RYLAO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/0RYLAO"
"229","dataset",710186,NA,"SP3/1G4A1X","https://doi.org/10.5683/SP3/1G4A1X","doi","10.5683","Borealis","2024-02-15","s3://10.5683/SP3/1G4A1X","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/1G4A1X"
"230","dataset",716718,NA,"SP3/E9VDCZ","https://doi.org/10.5683/SP3/E9VDCZ","doi","10.5683","Borealis","2024-03-12","s3://10.5683/SP3/E9VDCZ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/E9VDCZ"
"231","dataset",716930,NA,"SP3/5SOPLG","https://doi.org/10.5683/SP3/5SOPLG","doi","10.5683","Borealis","2024-03-18","s3://10.5683/SP3/5SOPLG","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/5SOPLG"
"232","dataset",717725,NA,"SP3/GG3NRJ","https://doi.org/10.5683/SP3/GG3NRJ","doi","10.5683","Borealis","2024-03-25","s3://10.5683/SP3/GG3NRJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/GG3NRJ"
"233","dataset",724880,NA,"SP3/SNHM2Q","https://doi.org/10.5683/SP3/SNHM2Q","doi","10.5683","Borealis","2024-04-30","s3://10.5683/SP3/SNHM2Q","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SNHM2Q"
"234","dataset",727744,NA,"SP3/RAS5GI","https://doi.org/10.5683/SP3/RAS5GI","doi","10.5683","Borealis","2024-06-26","s3://10.5683/SP3/RAS5GI","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/RAS5GI"
"235","dataset",727775,NA,"SP3/GNNXZS","https://doi.org/10.5683/SP3/GNNXZS","doi","10.5683","Borealis","2024-06-27","s3://10.5683/SP3/GNNXZS","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/GNNXZS"
"236","dataset",727782,NA,"SP3/KDNS58","https://doi.org/10.5683/SP3/KDNS58","doi","10.5683","Borealis","2024-07-05","s3://10.5683/SP3/KDNS58","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/KDNS58"
"237","dataset",743130,NA,"SP3/VKQMWO","https://doi.org/10.5683/SP3/VKQMWO","doi","10.5683","Borealis","2024-07-19","s3://10.5683/SP3/VKQMWO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/VKQMWO"
"238","dataset",743402,NA,"SP3/WD0KFF","https://doi.org/10.5683/SP3/WD0KFF","doi","10.5683","Borealis","2024-07-22","s3://10.5683/SP3/WD0KFF","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WD0KFF"
"239","dataset",743421,NA,"SP3/KH8LOE","https://doi.org/10.5683/SP3/KH8LOE","doi","10.5683","Borealis","2024-07-23","s3://10.5683/SP3/KH8LOE","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/KH8LOE"
"240","dataset",744483,NA,"SP3/QM5CR8","https://doi.org/10.5683/SP3/QM5CR8","doi","10.5683","Borealis","2024-05-27","s3://10.5683/SP3/QM5CR8","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/QM5CR8"
"241","dataset",746134,NA,"SP3/JIH0CV","https://doi.org/10.5683/SP3/JIH0CV","doi","10.5683","Borealis","2024-05-29","s3://10.5683/SP3/JIH0CV","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/JIH0CV"
"242","dataset",746217,NA,"SP3/M2W6IE","https://doi.org/10.5683/SP3/M2W6IE","doi","10.5683","Borealis","2024-07-25","s3://10.5683/SP3/M2W6IE","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/M2W6IE"
"243","dataset",746378,NA,"SP3/3HJXCX","https://doi.org/10.5683/SP3/3HJXCX","doi","10.5683","Borealis","2024-05-30","s3://10.5683/SP3/3HJXCX","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/3HJXCX"
"244","dataset",752535,NA,"SP3/9AOXVZ","https://doi.org/10.5683/SP3/9AOXVZ","doi","10.5683","Borealis","2024-08-09","s3://10.5683/SP3/9AOXVZ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/9AOXVZ"
"245","dataset",757017,NA,"SP3/J6ZQM2","https://doi.org/10.5683/SP3/J6ZQM2","doi","10.5683","Borealis","2024-08-06","s3://10.5683/SP3/J6ZQM2","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/J6ZQM2"
"246","dataset",758674,NA,"SP3/AGL29W","https://doi.org/10.5683/SP3/AGL29W","doi","10.5683","Borealis","2024-10-01","s3://10.5683/SP3/AGL29W","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/AGL29W"
"247","dataset",760516,NA,"SP3/SF2CQM","https://doi.org/10.5683/SP3/SF2CQM","doi","10.5683","Borealis","2024-07-19","s3://10.5683/SP3/SF2CQM","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SF2CQM"
"248","dataset",761386,NA,"SP3/1OAOAW","https://doi.org/10.5683/SP3/1OAOAW","doi","10.5683","Borealis","2024-09-30","s3://10.5683/SP3/1OAOAW","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/1OAOAW"
"249","dataset",762227,NA,"SP3/AKERLS","https://doi.org/10.5683/SP3/AKERLS","doi","10.5683","Borealis","2024-10-02","s3://10.5683/SP3/AKERLS","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/AKERLS"
"250","dataset",762782,NA,"SP3/3R2LQT","https://doi.org/10.5683/SP3/3R2LQT","doi","10.5683","Borealis","2024-10-02","s3://10.5683/SP3/3R2LQT","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/3R2LQT"
"251","dataset",765953,NA,"SP3/KZICVO","https://doi.org/10.5683/SP3/KZICVO","doi","10.5683","Borealis","2024-10-28","s3://10.5683/SP3/KZICVO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/KZICVO"
"252","dataset",766409,NA,"SP3/SZFEZN","https://doi.org/10.5683/SP3/SZFEZN","doi","10.5683","Borealis","2024-10-16","s3://10.5683/SP3/SZFEZN","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/SZFEZN"
"253","dataset",786155,NA,"SP3/D9ZL5E","https://doi.org/10.5683/SP3/D9ZL5E","doi","10.5683","Borealis","2024-10-16","s3://10.5683/SP3/D9ZL5E","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/D9ZL5E"
"254","dataset",786442,NA,"SP3/LXK2NR","https://doi.org/10.5683/SP3/LXK2NR","doi","10.5683","Borealis","2024-10-28","s3://10.5683/SP3/LXK2NR","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/LXK2NR"
"255","dataset",828534,NA,"SP3/WP9YUQ","https://doi.org/10.5683/SP3/WP9YUQ","doi","10.5683","Borealis","2024-10-29","s3://10.5683/SP3/WP9YUQ","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WP9YUQ"
"256","dataset",829261,NA,"SP3/W22Q8X","https://doi.org/10.5683/SP3/W22Q8X","doi","10.5683","Borealis","2024-10-30","s3://10.5683/SP3/W22Q8X","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/W22Q8X"
"257","dataset",830377,NA,"SP3/W544PO","https://doi.org/10.5683/SP3/W544PO","doi","10.5683","Borealis","2024-11-04","s3://10.5683/SP3/W544PO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/W544PO"
"258","dataset",830501,NA,"SP3/4ZB7RH","https://doi.org/10.5683/SP3/4ZB7RH","doi","10.5683","Borealis","2024-09-20","s3://10.5683/SP3/4ZB7RH","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/4ZB7RH"
"259","dataset",831526,NA,"SP3/1XQFRO","https://doi.org/10.5683/SP3/1XQFRO","doi","10.5683","Borealis","2024-11-04","s3://10.5683/SP3/1XQFRO","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/1XQFRO"
"260","dataset",831689,NA,"SP3/GRV48R","https://doi.org/10.5683/SP3/GRV48R","doi","10.5683","Borealis","2024-11-05","s3://10.5683/SP3/GRV48R","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/GRV48R"
"261","dataset",831713,NA,"SP3/1LQ6EC","https://doi.org/10.5683/SP3/1LQ6EC","doi","10.5683","Borealis","2024-11-05","s3://10.5683/SP3/1LQ6EC","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/1LQ6EC"
"262","dataset",845226,NA,"SP3/WXCN3K","https://doi.org/10.5683/SP3/WXCN3K","doi","10.5683","Borealis","2024-11-11","s3://10.5683/SP3/WXCN3K","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/WXCN3K"
"263","dataset",845990,NA,"SP3/H6TKTM","https://doi.org/10.5683/SP3/H6TKTM","doi","10.5683","Borealis","2024-12-10","s3://10.5683/SP3/H6TKTM","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/H6TKTM"
"264","dataset",855443,NA,"SP3/4FMQ55","https://doi.org/10.5683/SP3/4FMQ55","doi","10.5683","Borealis","2025-01-31","s3://10.5683/SP3/4FMQ55","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/4FMQ55"
"265","dataset",884792,NA,"SP3/LHUPPG","https://doi.org/10.5683/SP3/LHUPPG","doi","10.5683","Borealis","2025-03-07","s3://10.5683/SP3/LHUPPG","dataset","Agri-environmental Research Data - Ontario Agricultural College - OAC Historical Research Data and Reproducibility Project","doi:10.5683/SP3/LHUPPG"
"266","dataset",503,NA,"SP3/9YIHXL","https://doi.org/10.5683/SP3/9YIHXL","doi","10.5683","Borealis","2016-08-26","s3://10864/12074","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Pathobiology","doi:10.5683/SP3/9YIHXL"
"267","dataset",41805,NA,"SP/BLFRK5","https://doi.org/10.5683/SP/BLFRK5","doi","10.5683","Borealis","2016-10-20","s3://10.5683/SP/BLFRK5","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Pathobiology","doi:10.5683/SP/BLFRK5"
"268","dataset",709217,NA,"SP3/UO9YMC","https://doi.org/10.5683/SP3/UO9YMC","doi","10.5683","Borealis","2024-02-12","s3://10.5683/SP3/UO9YMC","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Pathobiology","doi:10.5683/SP3/UO9YMC"
"269","dataset",124483,NA,"SP2/PRDKEE","https://doi.org/10.5683/SP2/PRDKEE","doi","10.5683","Borealis","2020-08-27","s3://10.5683/SP2/PRDKEE","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Clinical Studies","doi:10.5683/SP2/PRDKEE"
"270","dataset",159676,NA,"SP2/4I5XT3","https://doi.org/10.5683/SP2/4I5XT3","doi","10.5683","Borealis","2021-06-09","s3://10.5683/SP2/4I5XT3","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Population Medicine","doi:10.5683/SP2/4I5XT3"
"271","dataset",167087,NA,"SP2/JHWCMF","https://doi.org/10.5683/SP2/JHWCMF","doi","10.5683","Borealis","2021-06-09","s3://10.5683/SP2/JHWCMF","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Population Medicine","doi:10.5683/SP2/JHWCMF"
"272","dataset",192850,NA,"SP2/M4J00A","https://doi.org/10.5683/SP2/M4J00A","doi","10.5683","Borealis","2021-08-03","s3://10.5683/SP2/M4J00A","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Population Medicine","doi:10.5683/SP2/M4J00A"
"273","dataset",788648,NA,"SP3/TTHQGK","https://doi.org/10.5683/SP3/TTHQGK","doi","10.5683","Borealis","2024-08-16","s3://10.5683/SP3/TTHQGK","dataset","Agri-environmental Research Data - Ontario Veterinary College - Department of Population Medicine","doi:10.5683/SP3/TTHQGK"
"274","dataset",48281,NA,"SP/UT9TTR","https://doi.org/10.5683/SP/UT9TTR","doi","10.5683","Borealis","2017-02-15","s3://10.5683/SP/UT9TTR","dataset","Agri-environmental Research Data - College of Social and Applied Human Sciences - Department of Geography, Environment and Geomatics","doi:10.5683/SP/UT9TTR"
"275","dataset",48537,NA,"SP/GSFLE3","https://doi.org/10.5683/SP/GSFLE3","doi","10.5683","Borealis","2017-02-17","s3://10.5683/SP/GSFLE3","dataset","Agri-environmental Research Data - College of Social and Applied Human Sciences - Department of Geography, Environment and Geomatics","doi:10.5683/SP/GSFLE3"
"276","dataset",49697,NA,"SP/NDTRLG","https://doi.org/10.5683/SP/NDTRLG","doi","10.5683","Borealis","2017-03-10","s3://10.5683/SP/NDTRLG","dataset","Agri-environmental Research Data - College of Social and Applied Human Sciences - Department of Geography, Environment and Geomatics","doi:10.5683/SP/NDTRLG"
